Año,Departamento de residencia,Causa de muerte,Total,Hombres,Mujeres
2011,Quetzaltenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",229,104,125
2011,Quetzaltenango,Otras causas,"1,583",878,705
2011,Suchitepéquez,"Neumonía, organismo no especificado",213,123,90
2011,Suchitepéquez,"Diabetes mellitus, no especificada",141,55,86
2011,Suchitepéquez,Exposición a factores no especificados,117,95,22
2011,Suchitepéquez,Infarto agudo del miocardio,80,46,34
2011,Suchitepéquez,"Disparo de otras armas de fuego, y las no especificadas",80,69,11
2011,Suchitepéquez,Insuficiencia renal no especificada,59,38,21
2011,Suchitepéquez,Fibrosis y cirrosis del hígado,54,32,22
2011,Suchitepéquez,"Agresión con disparo de otras armas de fuego, y las no especificadas",54,52,2
2011,Suchitepéquez,Tumor maligno de sitios no especificados,51,20,31
2011,Suchitepéquez,Diarrea y gastroenteritis de presunto origen infeccioso,49,27,22
2011,Suchitepéquez,Tumor maligno del estómago,49,21,28
2011,Suchitepéquez,Insuficiencia renal crónica,45,24,21
2011,Suchitepéquez,Tumor maligno del hígado y de las vías biliares intrahepáticas,41,14,27
2011,Suchitepéquez,Insuficiencia cardíaca,34,16,18
2011,Suchitepéquez,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",32,16,16
2011,Suchitepéquez,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",580,315,265
2011,Suchitepéquez,Otras causas,885,505,380
2011,Retalhuleu,"Diabetes mellitus, no especificada",132,59,73
2011,Retalhuleu,Infarto agudo del miocardio,86,53,33
2011,Retalhuleu,Insuficiencia cardíaca,70,35,35
2011,Retalhuleu,"Neumonía, organismo no especificado",70,45,25
2011,Retalhuleu,Exposición a factores no especificados,66,54,12
2011,Retalhuleu,Fibrosis y cirrosis del hígado,62,37,25
2011,Retalhuleu,Insuficiencia renal crónica,54,38,16
2011,Retalhuleu,"Agresión con disparo de otras armas de fuego, y las no especificadas",49,42,7
2011,Retalhuleu,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",41,23,18
2011,Retalhuleu,Insuficiencia renal no especificada,38,26,12
2011,Retalhuleu,Tumor maligno del estómago,32,12,20
2011,Retalhuleu,Tumor maligno del hígado y de las vías biliares intrahepáticas,30,16,14
2011,Retalhuleu,Secuelas de otros efectos y los no especificados de causas externas,26,19,7
2011,Retalhuleu,Diarrea y gastroenteritis de presunto origen infeccioso,25,12,13
2011,Retalhuleu,Tumor maligno de la próstata,25,25,-
2011,Retalhuleu,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",46,25,21
2011,Retalhuleu,Otras causas,631,370,261
2011,San Marcos,"Neumonía, organismo no especificado",564,330,234
2011,San Marcos,Infarto agudo del miocardio,313,179,134
2011,San Marcos,"Diabetes mellitus, no especificada",179,64,115
2011,San Marcos,Fibrosis y cirrosis del hígado,175,120,55
2011,San Marcos,Exposición a factores no especificados,168,132,36
2011,San Marcos,Diarrea y gastroenteritis de presunto origen infeccioso,155,86,69
2011,San Marcos,Insuficiencia cardíaca,127,68,59
2011,San Marcos,"Agresión con disparo de otras armas de fuego, y las no especificadas",115,104,11
2011,San Marcos,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",107,63,44
2011,San Marcos,"Desnutrición proteicocalórica, no especificada",99,59,40
2011,San Marcos,Tumor maligno del hígado y de las vías biliares intrahepáticas,93,48,45
2011,San Marcos,Tumor maligno del estómago,83,46,37
2011,San Marcos,"Envenenamiento accidental por, y exposición al alcohol",81,77,4
2011,San Marcos,Úlcera gástrica,69,33,36
2011,San Marcos,Secuelas de otros efectos y los no especificados de causas externas,61,49,12
2011,San Marcos,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",351,186,165
2011,San Marcos,Otras causas,"1,473",851,622
2011,Huehuetenango,"Neumonía, organismo no especificado",602,319,283
2011,Huehuetenango,Diarrea y gastroenteritis de presunto origen infeccioso,213,118,95
2011,Huehuetenango,Infarto agudo del miocardio,190,101,89
2011,Huehuetenango,"Diabetes mellitus, no especificada",140,50,90
2011,Huehuetenango,Exposición a factores no especificados,130,108,22
2011,Huehuetenango,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",115,61,54
2011,Huehuetenango,Tumor maligno del estómago,101,52,49
2011,Huehuetenango,"Agresión con disparo de otras armas de fuego, y las no especificadas",87,77,10
2011,Huehuetenango,Fibrosis y cirrosis del hígado,79,62,17
2011,Huehuetenango,Secuelas de otros efectos y los no especificados de causas externas,79,59,20
2011,Huehuetenango,"Envenenamiento accidental por, y exposición al alcohol",73,69,4
2011,Huehuetenango,Tumor maligno del hígado y de las vías biliares intrahepáticas,72,38,34
2011,Huehuetenango,Insuficiencia cardíaca,69,31,38
2011,Huehuetenango,Insuficiencia renal no especificada,66,28,38
2011,Huehuetenango,Úlcera gástrica,56,21,35
2011,Huehuetenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",274,164,110
2011,Huehuetenango,Otras causas,"1,519",823,696
2011,Quiché,"Neumonía, organismo no especificado",511,262,249
2011,Quiché,Diarrea y gastroenteritis de presunto origen infeccioso,269,132,137
2011,Quiché,Infarto agudo del miocardio,135,64,71
2011,Quiché,Insuficiencia cardíaca,110,47,63
2011,Quiché,Exposición a factores no especificados,103,87,16
2011,Quiché,"Diabetes mellitus, no especificada",99,41,58
2011,Quiché,Otras septicemias,71,41,30
2011,Quiché,"Envenenamiento accidental por, y exposición al alcohol",66,61,5
2011,Quiché,Fibrosis y cirrosis del hígado,61,39,22
2011,Quiché,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",57,21,36
2011,Quiché,"Desnutrición proteicocalórica, no especificada",55,32,23
2011,Quiché,"Agresión con disparo de otras armas de fuego, y las no especificadas",52,48,4
2011,Quiché,Tumor maligno del estómago,50,22,28
2011,Quiché,Enfermedad alcohólica del hígado,49,41,8
2011,Quiché,Secuelas de otros efectos y los no especificados de causas externas,47,35,12
2011,Quiché,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",323,159,164
2011,Quiché,Otras causas,"1,336",707,629
2011,Baja Verapaz,"Neumonía, organismo no especificado",171,98,73
2011,Baja Verapaz,Infarto agudo del miocardio,111,46,65
2011,Baja Verapaz,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",64,34,30
2011,Baja Verapaz,"Diabetes mellitus, no especificada",53,15,38
2011,Baja Verapaz,Tumor maligno del estómago,50,19,31
2011,Baja Verapaz,Exposición a factores no especificados,41,30,11
2011,Baja Verapaz,"Agresión con disparo de otras armas de fuego, y las no especificadas",38,32,6
2011,Baja Verapaz,Diarrea y gastroenteritis de presunto origen infeccioso,34,19,15
2011,Baja Verapaz,"Desnutrición proteicocalórica, no especificada",26,17,9
2011,Baja Verapaz,Secuelas de otros efectos y los no especificados de causas externas,23,17,6
2011,Baja Verapaz,Fibrosis y cirrosis del hígado,22,16,6
2011,Baja Verapaz,Hipertensión esencial (primaria),21,9,12
2011,Baja Verapaz,Otras enfermedades cerebrovasculares,19,11,8
2011,Baja Verapaz,Otras enfermedades pulmonares obstructivas crónicas,19,15,4
2011,Baja Verapaz,Tumor maligno del hígado y de las vías biliares intrahepáticas,18,5,13
2011,Baja Verapaz,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",28,18,10
2011,Baja Verapaz,Otras causas,459,253,206
2011,Alta Verapaz,"Neumonía, organismo no especificado",560,272,288
2011,Alta Verapaz,Diarrea y gastroenteritis de presunto origen infeccioso,233,118,115
2011,Alta Verapaz,"Desnutrición proteicocalórica, no especificada",226,118,108
2011,Alta Verapaz,Infarto agudo del miocardio,213,113,100
2011,Alta Verapaz,Exposición a factores no especificados,126,104,22
2011,Alta Verapaz,"Diabetes mellitus, no especificada",120,39,81
2011,Alta Verapaz,Tumor maligno del estómago,102,47,55
2011,Alta Verapaz,Fibrosis y cirrosis del hígado,94,57,37
2011,Alta Verapaz,Otras anemias nutricionales,79,29,50
2011,Alta Verapaz,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",77,35,42
2011,Alta Verapaz,Otras septicemias,66,38,28
2011,Alta Verapaz,Tumor maligno del hígado y de las vías biliares intrahepáticas,62,34,28
2011,Alta Verapaz,"Agresión con disparo de otras armas de fuego, y las no especificadas",61,54,7
2011,Alta Verapaz,Úlcera gástrica,54,22,32
2011,Alta Verapaz,Otras anemias,53,24,29
2011,Alta Verapaz,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",127,53,74
2011,Alta Verapaz,Otras causas,"1,483",809,674
2011,Petén,"Agresión con disparo de otras armas de fuego, y las no especificadas",132,127,5
2011,Petén,"Diabetes mellitus, no especificada",94,35,59
2011,Petén,"Neumonía, organismo no especificado",83,50,33
2011,Petén,Infarto agudo del miocardio,80,48,32
2011,Petén,Exposición a factores no especificados,80,64,16
2011,Petén,Secuelas de otros efectos y los no especificados de causas externas,49,42,7
2011,Petén,Agresión por medios no especificados,42,38,4
2011,Petén,Agresión con objeto cortante,36,31,5
2011,Petén,Tumor maligno de sitios no especificados,35,13,22
2011,Petén,"Disparo de otras armas de fuego, y las no especificadas",27,25,2
2011,Petén,Diarrea y gastroenteritis de presunto origen infeccioso,26,12,14
2011,Petén,Diabetes mellitus no insulinodependiente,26,9,17
2011,Petén,Tumor maligno del estómago,25,13,12
2011,Petén,Tumor maligno del hígado y de las vías biliares intrahepáticas,25,16,9
2011,Petén,Otros trastornos del encéfalo,24,12,12
2011,Petén,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",184,98,86
2011,Petén,Otras causas,701,395,306
2011,Izabal,Infarto agudo del miocardio,153,91,62
2011,Izabal,"Diabetes mellitus, no especificada",123,50,73
2011,Izabal,"Agresión con disparo de otras armas de fuego, y las no especificadas",116,106,10
2011,Izabal,"Neumonía, organismo no especificado",67,37,30
2011,Izabal,"Disparo de otras armas de fuego, y las no especificadas",67,60,7
2011,Izabal,Exposición a factores no especificados,67,55,12
2011,Izabal,Secuelas de otros efectos y los no especificados de causas externas,52,43,9
2011,Izabal,Diarrea y gastroenteritis de presunto origen infeccioso,42,22,20
2011,Izabal,Otras septicemias,42,24,18
2011,Izabal,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",39,21,18
2011,Izabal,Tumor maligno del estómago,37,11,26
2011,Izabal,Fibrosis y cirrosis del hígado,34,19,15
2011,Izabal,Insuficiencia renal no especificada,28,13,15
2011,Izabal,Insuficiencia cardíaca,24,19,5
2011,Izabal,Tumor maligno de la próstata,22,22,-
2011,Izabal,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",246,115,131
2011,Izabal,Otras causas,624,331,293
2011,Zacapa,Infarto agudo del miocardio,197,90,107
2011,Zacapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",144,125,19
2011,Zacapa,"Diabetes mellitus, no especificada",91,35,56
2011,Zacapa,Exposición a factores no especificados,65,48,17
2011,Zacapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",48,27,21
2011,Zacapa,"Neumonía, organismo no especificado",43,19,24
2011,Zacapa,Insuficiencia cardíaca,35,25,10
2011,Zacapa,Tumor maligno del estómago,32,19,13
2011,Zacapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,27,13,14
2011,Zacapa,"Disparo de otras armas de fuego, y las no especificadas",26,25,1
2011,Zacapa,Diabetes mellitus no insulinodependiente,24,10,14
2011,Zacapa,Otras enfermedades cerebrovasculares,21,9,12
2011,Zacapa,Secuelas de otros efectos y los no especificados de causas externas,21,15,6
2011,Zacapa,"Desnutrición proteicocalórica, no especificada",19,11,8
2011,Zacapa,Otras enfermedades pulmonares obstructivas crónicas,16,12,4
2011,Zacapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",38,24,14
2011,Zacapa,Otras causas,519,294,225
2011,Chiquimula,Infarto agudo del miocardio,225,120,105
2011,Chiquimula,"Neumonía, organismo no especificado",210,107,103
2011,Chiquimula,"Agresión con disparo de otras armas de fuego, y las no especificadas",150,140,10
2011,Chiquimula,"Diabetes mellitus, no especificada",88,36,52
2011,Chiquimula,Insuficiencia cardíaca,86,39,47
2011,Chiquimula,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",71,35,36
2011,Chiquimula,Exposición a factores no especificados,57,36,21
2011,Chiquimula,Tumor maligno del estómago,46,21,25
2011,Chiquimula,Agresión con objeto cortante,35,29,6
2011,Chiquimula,Diarrea y gastroenteritis de presunto origen infeccioso,34,17,17
2011,Chiquimula,Úlcera gástrica,33,16,17
2011,Chiquimula,Secuelas de otros efectos y los no especificados de causas externas,33,27,6
2011,Chiquimula,"Disparo de otras armas de fuego, y las no especificadas",27,25,2
2011,Chiquimula,Fibrosis y cirrosis del hígado,25,20,5
2011,Chiquimula,Otras septicemias,24,15,9
2011,Chiquimula,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",85,45,40
2011,Chiquimula,Otras causas,700,366,334
2011,Jalapa,Infarto agudo del miocardio,201,95,106
2011,Jalapa,"Neumonía, organismo no especificado",164,89,75
2011,Jalapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",89,80,9
2011,Jalapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",82,37,45
2011,Jalapa,Diarrea y gastroenteritis de presunto origen infeccioso,63,33,30
2011,Jalapa,Exposición a factores no especificados,56,45,11
2011,Jalapa,"Diabetes mellitus, no especificada",51,19,32
2011,Jalapa,Otras enfermedades pulmonares obstructivas crónicas,43,17,26
2011,Jalapa,Tumor maligno del estómago,41,24,17
2011,Jalapa,"Disparo de otras armas de fuego, y las no especificadas",29,28,1
2011,Jalapa,Otras enfermedades cerebrovasculares,28,11,17
2011,Jalapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,27,7,20
2011,Jalapa,Fibrosis y cirrosis del hígado,27,22,5
2011,Jalapa,Insuficiencia cardíaca,22,10,12
2011,Jalapa,Otras septicemias,21,12,9
2011,Jalapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",97,42,55
2011,Jalapa,Otras causas,530,313,217
2011,Jutiapa,Infarto agudo del miocardio,336,185,151
2011,Jutiapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",242,223,19
2011,Jutiapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",162,91,71
2011,Jutiapa,"Diabetes mellitus, no especificada",117,50,67
2011,Jutiapa,Insuficiencia cardíaca,103,58,45
2011,Jutiapa,"Neumonía, organismo no especificado",103,64,39
2011,Jutiapa,Tumor maligno del estómago,82,41,41
2011,Jutiapa,Exposición a factores no especificados,76,64,12
2011,Jutiapa,Secuelas de otros efectos y los no especificados de causas externas,64,55,9
2011,Jutiapa,Otras enfermedades cerebrovasculares,57,22,35
2011,Jutiapa,Insuficiencia renal crónica,55,31,24
2011,Jutiapa,Fibrosis y cirrosis del hígado,48,35,13
2011,Jutiapa,"Disparo de otras armas de fuego, y las no especificadas",38,35,3
2011,Jutiapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,37,10,27
2011,Jutiapa,Tumor maligno de la próstata,37,37,-
2011,Jutiapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",52,26,26
2011,Jutiapa,Otras causas,872,458,414
2012,Guatemala,Infarto agudo del miocardio,"1,248",648,600
2012,Guatemala,"Diabetes mellitus, no especificada","1,131",496,635
2012,Guatemala,"Agresión con disparo de otras armas de fuego, y las no especificadas","1,056",932,124
2012,Guatemala,Exposición a factores no especificados,867,670,197
2012,Guatemala,"Neumonía, organismo no especificado",733,381,352
2012,Guatemala,Fibrosis y cirrosis del hígado,613,446,167
2012,Guatemala,Diabetes mellitus no insulinodependiente,483,202,281
2012,Guatemala,"Disparo de otras armas de fuego, y las no especificadas",459,396,63
2012,Guatemala,"Desnutrición proteicocalórica, no especificada",383,177,206
2012,Guatemala,Insuficiencia renal crónica,370,180,190
2012,Guatemala,Tumor maligno del hígado y de las vías biliares intrahepáticas,335,155,180
2012,Guatemala,Tumor maligno del estómago,272,105,167
2012,Guatemala,Insuficiencia cardíaca,246,111,135
2012,Guatemala,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",239,92,147
2012,Guatemala,Otras enfermedades cerebrovasculares,232,109,123
2012,Guatemala,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","1,072",516,556
2012,Guatemala,Otras causas,"7,563","4,041","3,522"
2012,El Progreso,Infarto agudo del miocardio,142,78,64
2012,El Progreso,"Diabetes mellitus, no especificada",71,23,48
2012,El Progreso,"Neumonía, organismo no especificado",61,34,27
2012,El Progreso,"Agresión con disparo de otras armas de fuego, y las no especificadas",45,41,4
2012,El Progreso,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",43,20,23
2012,El Progreso,Exposición a factores no especificados,40,32,8
2012,El Progreso,Tumor maligno del hígado y de las vías biliares intrahepáticas,33,13,20
2012,El Progreso,Tumor maligno del estómago,32,17,15
2012,El Progreso,Secuelas de otros efectos y los no especificados de causas externas,24,23,1
2012,El Progreso,Diabetes mellitus no insulinodependiente,21,5,16
2012,El Progreso,Insuficiencia cardíaca,18,7,11
2012,El Progreso,Fibrosis y cirrosis del hígado,18,9,9
2012,El Progreso,"Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados",18,15,3
2012,El Progreso,Insuficiencia renal crónica,13,8,5
2012,El Progreso,Otras enfermedades cerebrovasculares,11,7,4
2012,El Progreso,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",33,18,15
2012,El Progreso,Otras causas,341,179,162
2012,Sacatepequez,"Neumonía, organismo no especificado",70,44,26
2012,Sacatepequez,Infarto agudo del miocardio,141,78,63
2012,Sacatepequez,"Diabetes mellitus, no especificada",118,61,57
2012,Sacatepequez,Exposición a factores no especificados,98,40,58
2012,Sacatepequez,Fibrosis y cirrosis del hígado,80,60,20
2012,Sacatepequez,"Desnutrición proteicocalórica, no especificada",49,30,19
2012,Sacatepequez,Enfermedad alcohólica del hígado,46,21,25
2012,Sacatepequez,Tumor maligno del estómago,44,36,8
2012,Sacatepequez,Diabetes mellitus no insulinodependiente,37,19,18
2012,Sacatepequez,Otras enfermedades cerebrovasculares,36,17,19
2012,Sacatepequez,Tumor maligno del hígado y de las vías biliares intrahepáticas,36,16,20
2012,Sacatepequez,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",34,8,26
2012,Sacatepequez,"Agresión con disparo de otras armas de fuego, y las no especificadas",31,14,17
2012,Sacatepequez,Diarrea y gastroenteritis de presunto origen infeccioso,31,27,4
2012,Sacatepequez,Insuficiencia renal crónica,29,13,16
2012,Sacatepequez,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",29,12,17
2012,Sacatepequez,Otras causas,696,366,330
2012,Chimaltenango,"Neumonía, organismo no especificado",289,148,141
2012,Chimaltenango,Infarto agudo del miocardio,166,98,68
2012,Chimaltenango,Insuficiencia cardíaca,141,60,81
2012,Chimaltenango,"Diabetes mellitus, no especificada",123,51,72
2012,Chimaltenango,Enfermedad alcohólica del hígado,104,87,17
2012,Chimaltenango,Exposición a factores no especificados,103,80,23
2012,Chimaltenango,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",86,40,46
2012,Chimaltenango,Tumor maligno del estómago,73,36,37
2012,Chimaltenango,Fibrosis y cirrosis del hígado,68,48,20
2012,Chimaltenango,"Desnutrición proteicocalórica, no especificada",64,28,36
2012,Chimaltenango,"Envenenamiento accidental por, y exposición al alcohol",62,57,5
2012,Chimaltenango,Tumor maligno del hígado y de las vías biliares intrahepáticas,53,25,28
2012,Chimaltenango,Sepsis bacteriana del recién nacido,50,23,27
2012,Chimaltenango,Otras enfermedades pulmonares obstructivas crónicas,49,24,25
2012,Chimaltenango,Insuficiencia renal crónica,48,26,22
2012,Chimaltenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",99,59,40
2012,Chimaltenango,Otras causas,"1,18",656,524
2012,Escuintla,"Agresión con disparo de otras armas de fuego, y las no especificadas",394,358,36
2012,Escuintla,Infarto agudo del miocardio,297,153,144
2012,Escuintla,"Neumonía, organismo no especificado",242,146,96
2012,Escuintla,Exposición a factores no especificados,220,194,26
2012,Escuintla,"Diabetes mellitus, no especificada",218,82,136
2012,Escuintla,Diabetes mellitus no insulinodependiente,114,31,83
2012,Escuintla,Insuficiencia renal crónica,109,60,49
2012,Escuintla,Fibrosis y cirrosis del hígado,98,68,30
2012,Escuintla,"Disparo de otras armas de fuego, y las no especificadas",87,76,11
2012,Escuintla,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",77,37,40
2012,Escuintla,Tumor maligno del hígado y de las vías biliares intrahepáticas,75,31,44
2012,Escuintla,Diarrea y gastroenteritis de presunto origen infeccioso,68,35,33
2012,Escuintla,Secuelas de otros efectos y los no especificados de causas externas,65,55,10
2012,Escuintla,"Desnutrición proteicocalórica, no especificada",62,29,33
2012,Escuintla,Otras enfermedades cerebrovasculares,62,30,32
2012,Escuintla,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",421,220,201
2012,Escuintla,Otras causas,"1,687",976,711
2012,Santa Rosa,"Agresión con disparo de otras armas de fuego, y las no especificadas",181,167,14
2012,Santa Rosa,Infarto agudo del miocardio,169,102,67
2012,Santa Rosa,"Neumonía, organismo no especificado",117,63,54
2012,Santa Rosa,"Diabetes mellitus, no especificada",97,38,59
2012,Santa Rosa,Exposición a factores no especificados,93,78,15
2012,Santa Rosa,Insuficiencia cardíaca,72,43,29
2012,Santa Rosa,Secuelas de otros efectos y los no especificados de causas externas,71,57,14
2012,Santa Rosa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",56,25,31
2012,Santa Rosa,Insuficiencia renal crónica,38,25,13
2012,Santa Rosa,Tumor maligno del estómago,37,19,18
2012,Santa Rosa,"Desnutrición proteicocalórica, no especificada",36,18,18
2012,Santa Rosa,Diabetes mellitus no insulinodependiente,33,12,21
2012,Santa Rosa,Fibrosis y cirrosis del hígado,31,22,9
2012,Santa Rosa,Diarrea y gastroenteritis de presunto origen infeccioso,28,15,13
2012,Santa Rosa,Otras septicemias,27,11,16
2012,Santa Rosa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",149,85,64
2012,Santa Rosa,Otras causas,961,570,391
2012,Solola,"Neumonía, organismo no especificado",319,168,151
2012,Solola,"Diabetes mellitus, no especificada",64,31,33
2012,Solola,Exposición a factores no especificados,60,44,16
2012,Solola,Infarto agudo del miocardio,58,32,26
2012,Solola,Fibrosis y cirrosis del hígado,55,33,22
2012,Solola,Diarrea y gastroenteritis de presunto origen infeccioso,54,25,29
2012,Solola,"Desnutrición proteicocalórica, no especificada",44,24,20
2012,Solola,"Envenenamiento accidental por, y exposición al alcohol",40,38,2
2012,Solola,Insuficiencia cardíaca,29,8,21
2012,Solola,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",26,4,22
2012,Solola,Otras septicemias,25,15,10
2012,Solola,Otras enfermedades cerebrovasculares,25,10,15
2012,Solola,Tumor maligno del estómago,24,10,14
2012,Solola,Diabetes mellitus no insulinodependiente,22,10,12
2012,Solola,Insuficiencia renal no especificada,22,9,13
2012,Solola,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",171,99,72
2012,Solola,Otras causas,637,357,280
2012,Totonicapan,"Neumonía, organismo no especificado",472,252,220
2012,Totonicapan,Diarrea y gastroenteritis de presunto origen infeccioso,116,63,53
2012,Totonicapan,Insuficiencia cardíaca,112,57,55
2012,Totonicapan,"Diabetes mellitus, no especificada",99,44,55
2012,Totonicapan,Infarto agudo del miocardio,89,48,41
2012,Totonicapan,"Envenenamiento accidental por, y exposición al alcohol",76,71,5
2012,Totonicapan,Fibrosis y cirrosis del hígado,75,50,25
2012,Totonicapan,Exposición a factores no especificados,64,52,12
2012,Totonicapan,Otras enfermedades pulmonares obstructivas crónicas,56,24,32
2012,Totonicapan,Enfermedad alcohólica del hígado,41,32,9
2012,Totonicapan,Otras enfermedades cerebrovasculares,35,13,22
2012,Totonicapan,Hipertensión esencial (primaria),30,14,16
2012,Totonicapan,Secuelas de otros efectos y los no especificados de causas externas,29,27,2
2012,Totonicapan,Úlcera gástrica,26,13,13
2012,Totonicapan,Sepsis bacteriana del recién nacido,26,12,14
2012,Totonicapan,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",320,142,178
2012,Totonicapan,Otras causas,693,379,314
2012,Quetzaltenango,"Diabetes mellitus, no especificada",279,126,153
2012,Quetzaltenango,"Neumonía, organismo no especificado",272,141,131
2012,Quetzaltenango,Infarto agudo del miocardio,248,130,118
2012,Quetzaltenango,Exposición a factores no especificados,201,149,52
2012,Quetzaltenango,"Desnutrición proteicocalórica, no especificada",151,68,83
2012,Quetzaltenango,Diabetes mellitus no insulinodependiente,110,44,66
2012,Quetzaltenango,Enfermedad alcohólica del hígado,110,85,25
2012,Quetzaltenango,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",108,46,62
2012,Quetzaltenango,Fibrosis y cirrosis del hígado,107,64,43
2012,Quetzaltenango,Insuficiencia cardíaca,97,40,57
2012,Quetzaltenango,"Agresión con disparo de otras armas de fuego, y las no especificadas",96,90,6
2012,Quetzaltenango,"Envenenamiento accidental por, y exposición al alcohol",85,76,9
2012,Quetzaltenango,Diarrea y gastroenteritis de presunto origen infeccioso,83,44,39
2012,Quetzaltenango,Tumor maligno del estómago,79,41,38
2012,Quetzaltenango,Tumor maligno del hígado y de las vías biliares intrahepáticas,73,34,39
2012,Quetzaltenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",148,82,66
2012,Quetzaltenango,Otras causas,"1,829","1,014",815
2012,Suchitepequez,"Neumonía, organismo no especificado",163,80,83
2012,Suchitepequez,"Diabetes mellitus, no especificada",150,63,87
2012,Suchitepequez,Exposición a factores no especificados,142,115,27
2012,Suchitepequez,Infarto agudo del miocardio,77,47,30
2012,Suchitepequez,Diarrea y gastroenteritis de presunto origen infeccioso,66,47,19
2012,Suchitepequez,"Disparo de otras armas de fuego, y las no especificadas",59,55,4
2012,Suchitepequez,Fibrosis y cirrosis del hígado,58,35,23
2012,Suchitepequez,Insuficiencia renal no especificada,57,37,20
2012,Suchitepequez,"Agresión con disparo de otras armas de fuego, y las no especificadas",51,48,3
2012,Suchitepequez,Insuficiencia renal crónica,49,36,13
2012,Suchitepequez,"Desnutrición proteicocalórica, no especificada",40,20,20
2012,Suchitepequez,Otros trastornos del encéfalo,38,20,18
2012,Suchitepequez,Tumor maligno del hígado y de las vías biliares intrahepáticas,36,18,18
2012,Suchitepequez,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",28,15,13
2012,Suchitepequez,Insuficiencia cardíaca,27,14,13
2012,Suchitepequez,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",862,450,412
2012,Suchitepequez,Otras causas,949,555,394
2012,Retalhuleu,"Diabetes mellitus, no especificada",120,50,70
2012,Retalhuleu,"Neumonía, organismo no especificado",119,72,47
2012,Retalhuleu,Insuficiencia renal crónica,78,50,28
2012,Retalhuleu,Insuficiencia cardíaca,77,34,43
2012,Retalhuleu,Fibrosis y cirrosis del hígado,73,46,27
2012,Retalhuleu,Infarto agudo del miocardio,71,38,33
